Property Id,Property Name,Parent Property Id,Parent Property Name,City,Primary Property Type - Portfolio Manager-Calculated,Year Built,Construction Status,Occupancy,Property GFA - Calculated (Buildings and Parking) (ft²),Property GFA - Calculated (Buildings) (ft²),Borough,Metered Areas (Energy),Metered Areas (Water),ENERGY STAR Score,National Median ENERGY STAR Score,Target ENERGY STAR Score,Site EUI (kBtu/ft²),Site Energy Use (kBtu),Source EUI (kBtu/ft²),Source Energy Use (kBtu),Green Power - Onsite and Offsite (kWh),eGRID Output Emissions Rate (kgCO2e/MBtu),Percent of Electricity that is Green Power,"Alert - Data Center Issue (with Estimates, IT Configuration, or IT Meter)",Alert - Energy Meter has less than 12 full calendar months of data,Alert - Energy Meter has gaps,Alert - Energy Meter has overlaps,Alert - Energy - No meters selected for metrics,Alert - Energy Meter has single entry more than 65 days,Alert - Water Meter has less than 12 full calendar months of data,Alert - Property has no uses,Avoided Emissions - Onsite and Offsite Green Power (Metric Tons CO2e),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Net Emissions (Metric Tons CO2e),National Median Total GHG Emissions (Metric Tons CO2e),Building Age,Base LL97 Penalty,Base Penalty $/ft²,Decade Built,Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),District Steam Use (kBtu),Diesel #2 Use (kBtu),District Hot Water Use (kBtu),District Chilled Water Use (kBtu),Natural Gas Use (kBtu),Electricity Use - Grid Purchase (kBtu),GHG Emissions Intensity,Calculated Limit,Excess Emissions
2665352,Stellar - 70 West 93rd Street,20599688,Stellar - Campus West 93rd Street,New York City,Multifamily Housing,1970,Existing,100,261980.0,261980.0,Manhattan,Whole Property,Whole Property,100.0,50,,19.2,5022480.9,48.2,12615136.7,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,398.6,1.5,398.6,945.9,51,0.0,0.4078,1970s,,0.0,,,,,,,827319.8,4195161.0,0.0015214901900908466,1309.9,0.0
2665400,Stellar - 28-50 West 97th Street,Standalone,Standalone,New York City,Multifamily Housing,1943,Existing,100,363092.0,333342.0,Manhattan,Whole Property,Whole Property,84.0,50,,66.9,22315905.8,93.3,31096872.8,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1323.0,4.0,1323.0,1721.6,78,0.0,0.9765,1940s,,,,,,,,,17935807.7,4380098.1,0.003968896808682974,1666.71,0.0
2665405,Stellar - 310 Greenwich St,Standalone,Standalone,New York City,Multifamily Housing,1975,Existing,100,1345900.0,1112900.0,Manhattan,Whole Property,Whole Property,3.0,50,,113.8,126690147.9,161.3,179551334.7,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,7582.1,6.8,7582.1,4697.7,46,540716.8,1.5098,1970s,,800772.6,,,,,,,99284398.0,26604977.3,0.006812921196873035,5564.5,2017.6000000000004
2669439,SW - 85-02 139th St,Standalone,Standalone,New York City,Multifamily Housing,1953,Existing,100,97520.0,87020.0,Queens,Whole Property,Whole Property,37.0,50,,102.1,8886592.8,133.0,11571069.8,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,518.3,6.0,518.3,478.0,68,22297.59999999998,1.4244,1950s,,276000.0,,,,,,,7324199.9,1286392.8,0.005956102045506779,435.1,83.19999999999993
2665443,Stellar - 1061 St. Nicholas Ave,Standalone,Standalone,New York City,Multifamily Housing,1958,Existing,100,52428.0,52428.0,Manhattan,Whole Property,Whole Property,42.0,50,,118.4,6207689.1,152.9,8018184.4,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,356.7,6.8,356.7,339.8,63,25342.08,1.8234,1950s,,,,,,,,,5350482.9,857206.2,0.006803616388189517,262.14,94.56
2665447,Stellar - 65 Ft. Washington Ave,Standalone,Standalone,New York City,Multifamily Housing,1973,Existing,100,72216.0,72216.0,Manhattan,Whole Property,Whole Property,75.0,50,,91.3,6595081.3,118.5,8559389.7,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,379.6,5.3,379.6,458.0,48,4963.360000000011,1.4087,1970s,,,,,,,,,5661050.3,934031.0,0.005256452863631329,361.08,18.52000000000004
2665452,Stellar - 105 Haven Avenue,Standalone,Standalone,New York City,Multifamily Housing,1925,Existing,100,58574.0,58574.0,Manhattan,Whole Property,Whole Property,65.0,50,84.0,86.4,5060392.3,113.9,6669673.3,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,293.1,5.0,293.1,324.6,96,61.640000000004875,1.3411,1920s,,,,,,,,,4285385.8,775006.5,0.005003926656878479,292.87,0.2300000000000182
2665471,Stellar - 117-23 Dyckman Street,Standalone,Standalone,New York City,Multifamily Housing,1924,Existing,100,70500.0,70500.0,Manhattan,Whole Property,Whole Property,18.0,50,,95.5,6732998.3,146.0,10293497.7,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,415.5,5.9,415.5,329.8,97,16884.0,1.5795,1920s,,,,,,,,,4890798.5,1842199.7,0.005893617021276595,352.5,63.0
2665472,Stellar - 118-28 Vermilyea Ave,20599673,Stellar - Campus - Vermilyea Avenue,New York City,Multifamily Housing,1925,Existing,100,61338.0,61338.0,Manhattan,Whole Property,Whole Property,4.0,50,,128.0,7851498.2,187.8,11521733.0,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,475.9,7.8,475.9,302.0,96,45348.27999999999,2.0793,1920s,,,,,,,,,5978549.6,1872948.5,0.0077586487984609865,306.69,169.20999999999998
2665474,Stellar - 106-16 Vermilyea Ave,20599673,Stellar - Campus - Vermilyea Avenue,New York City,Multifamily Housing,1925,Existing,100,61338.0,61338.0,Manhattan,Whole Property,Whole Property,,50,,,,,,,84.5,,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,,0.0,0.0,0.0,228.3,96,0.0,0.0,1920s,,,,,,,,,,,0.0,306.69,0.0
2665494,Stellar - 1795 Riverside Drive,Standalone,Standalone,New York City,Multifamily Housing,1927,Existing,100,85580.0,85580.0,Manhattan,Whole Property,Whole Property,60.0,50,,79.3,6783171.4,110.2,9432990.9,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,518.5,6.1,518.5,555.4,94,24280.799999999992,1.6237,1920s,,,5098714.7,,,,,,247537.1,1436919.7,0.0060586585650853,427.90000000000003,90.59999999999997
2665508,Stellar - 44-50 West 28th St,Standalone,Standalone,New York City,Office,1967,Existing,100,141830.0,141830.0,Manhattan,Whole Property,Whole Property,90.0,50,77.0,56.4,7993855.2,104.5,14825974.0,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,540.1,3.8,540.1,1117.6,54,0.0,1.0206,1960s,,0.0,,,,,,,4318183.1,3675672.1,0.0038080800958894454,709.15,0.0
2665524,Stellar - 223 2nd Avenue,Standalone,Standalone,New York City,Multifamily Housing,1925,Existing,100,64218.0,64218.0,Manhattan,Whole Property,Whole Property,34.0,50,9.0,105.0,6742812.1,166.3,10680504.0,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,453.5,7.1,453.5,404.8,96,35485.87999999999,1.8926,1920s,,1407627.7,,,,,,,3245552.2,2089632.2,0.007061882961163537,321.09000000000003,132.40999999999997
2665536,Stellar - 119-21 West 23rd Street,Standalone,Standalone,New York City,Office,1967,Existing,100,98800.0,98800.0,Manhattan,Whole Property,Whole Property,77.0,50,64.0,71.6,7072087.3,118.0,11655452.9,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,555.7,5.6,555.7,831.1,54,16535.600000000013,1.5074,1960s,,0.0,4546440.3,,,,,,4721.9,2520925.0,0.005624493927125507,494.0,61.700000000000045
2665547,Stellar - 1655 Undercliff Avenue,Standalone,Standalone,New York City,Multifamily Housing,1964,Existing,100,157850.0,157850.0,Bronx,Whole Property,Whole Property,18.0,50,64.0,115.2,18192031.3,146.7,23162343.4,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1039.2,6.6,1039.2,830.9,57,66986.6,1.7644,1960s,,,,,,,,,15871625.4,2320406.0,0.006583465315172633,789.25,249.95000000000005
2665569,Stellar - 950 Underhill Ave,Standalone,Standalone,New York City,Multifamily Housing,1967,Existing,100,242807.0,242807.0,Bronx,Whole Property,Whole Property,88.0,50,72.0,62.3,15116285.2,90.3,21919915.2,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,911.5,3.8,911.5,1256.7,54,0.0,1.0061,1960s,,,,,,,,,11660390.5,3455894.7,0.0037540103868504613,1214.035,0.0
2665592,Stellar - 801-11 Neill Ave,Standalone,Standalone,New York City,Multifamily Housing,1971,Existing,100,266133.0,252400.0,Bronx,Whole Property,Whole Property,59.0,50,73.0,85.7,21624599.0,116.6,29441068.2,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1269.5,5.0,1269.5,1349.3,50,2010.0,1.2784,1970s,,,,,,,,,17775890.9,3848708.1,0.005029714738510301,1262.0,7.5
2665599,Stellar - 288 9th Street,Standalone,Standalone,New York City,Multifamily Housing,1940,Existing,100,165367.0,165367.0,Brooklyn,Whole Property,Whole Property,6.0,50,21.0,148.2,24508336.5,185.6,30688943.5,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1390.7,8.4,1390.7,956.2,81,151115.82,2.2538,1940s,,,,,,,,,21676799.2,2831537.2,0.00840977946023088,826.835,563.865
2665622,Stellar - 522 Ocean Avenue,Standalone,Standalone,New York City,Multifamily Housing,1927,Existing,100,85200.0,85200.0,Brooklyn,Whole Property,Whole Property,31.0,50,36.0,97.1,8269340.5,135.7,11561804.0,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,490.9,5.8,490.9,430.1,94,17393.199999999993,1.5441,1920s,,0.0,,,,,,,6624199.7,1645140.8,0.005761737089201878,426.0,64.89999999999998
2665625,Stellar - 918 East 14th St,Standalone,Standalone,New York City,Multifamily Housing,1985,Existing,100,52416.0,52416.0,Brooklyn,Whole Property,Whole Property,75.0,50,,86.4,4531234.3,108.1,5666209.2,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,342.5,6.5,342.5,422.1,36,21552.560000000005,1.7512,1980s,,3922484.2,,,,,,,,608750.0,0.006534264346764347,262.08,80.42000000000002
2665626,Stellar - 90-10 34th Ave,Standalone,Standalone,New York City,Multifamily Housing,1957,Existing,100,94700.0,75298.0,Queens,Whole Property,Whole Property,33.0,50,,125.9,9476974.0,163.6,12317323.9,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,727.7,9.7,727.7,655.8,64,94124.28000000001,2.0594,1950s,,,7943130.3,,,,,,,1533843.7,0.009664267311216767,376.49,351.21000000000004
2677035,Stellar - 884-90 2nd Avenue,Standalone,Standalone,New York City,Multifamily Housing,1923,Existing,100,313200.0,313200.0,Manhattan,Whole Property,Whole Property,11.0,50,,104.8,32822716.8,151.2,47345669.3,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1974.7,6.3,1974.7,1444.7,98,109531.6,1.6897,1920s,,,,,,,,,25461678.8,7361038.1,0.006304916985951469,1566.0,408.70000000000005
2677039,Stellar - 320-22 East 52nd St,Standalone,Standalone,New York City,Multifamily Housing,1961,Existing,100,91832.0,91832.0,Manhattan,Whole Property,Whole Property,86.0,50,,49.1,4507989.7,91.6,8414424.8,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,305.5,3.3,305.5,413.3,60,0.0,0.8916,1960s,,,,,,,,,2404540.7,2103449.0,0.003326727066817667,459.16,0.0
2677047,Stellar - 50 West 93rd Street,20599688,Stellar - Campus West 93rd Street,New York City,Multifamily Housing,1970,Existing,100,120000.0,120000.0,Manhattan,Whole Property,Whole Property,1.0,50,,218.5,26218618.3,258.6,31030704.9,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1455.5,12.1,1455.5,639.5,51,229274.0,3.2506,1970s,,0.0,,,,,,,24217958.0,2000660.4,0.012129166666666667,600.0,855.5
2684553,Stellar - 752 West End Ave,Standalone,Standalone,New York City,Multifamily Housing,1931,Existing,100,206178.0,206178.0,Manhattan,Whole Property,Whole Property,61.0,50,70.0,71.4,14713522.6,112.8,23257851.2,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,921.7,4.5,921.7,998.8,90,0.0,1.1981,1930s,,,,,,,,,10251435.5,4462087.1,0.004470409064012649,1030.89,0.0
3106220,Stellar - 185 St. Marks Place,Standalone,Standalone,New York City,Multifamily Housing,1976,Existing,100,454076.0,454076.0,Staten Island,Whole Property,Whole Property,33.0,50,,98.9,44930518.7,143.5,65173472.9,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,2720.9,6.0,2720.9,2442.7,45,120739.36,1.6059,1970s,,,493041.9,,,,,,34142534.0,10294942.8,0.005992168711845595,2270.38,450.52
4038387,Stellar - 233 Spring Street,Standalone,Standalone,New York City,Office,1926,Existing,100,255000.0,255000.0,Manhattan,Whole Property,Whole Property,49.0,50,,100.9,25719034.7,194.7,49654291.2,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1802.9,7.1,1802.9,1783.1,95,141477.2,1.8948,1920s,,1380138.1,,,,,,,11364890.8,12974005.8,0.007070196078431373,1275.0,527.9000000000001
4411652,Stellar - 252 West 76th Street,Standalone,Standalone,New York City,Multifamily Housing,1903,Existing,100,51600.0,51600.0,Manhattan,Whole Property,Whole Property,68.0,50,,85.9,4430006.3,125.9,6495162.7,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,268.4,5.2,268.4,304.3,118,2787.199999999994,1.394,1900s,,,,,,,,,3376488.6,1053517.7,0.005201550387596899,258.0,10.399999999999977
12051143,Stellar - 3505 Broadway,Standalone,Standalone,New York City,Multifamily Housing,1907,Existing,100,62095.0,62095.0,Manhattan,Whole Property,Whole Property,48.0,50,48.0,91.6,5687480.4,121.3,7529640.7,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,429.2,6.9,429.2,423.8,114,31818.299999999992,1.8524,1900s,,4544478.0,,,,,,,148965.2,994037.3,0.006911989693212013,310.475,118.72499999999997
12051240,Stellar - 3430 Broadway,Standalone,Standalone,New York City,Multifamily Housing,1930,Existing,100,72774.0,72774.0,Manhattan,Whole Property,Whole Property,24.0,50,,97.0,7059309.2,143.3,10429547.7,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,433.7,6.0,433.7,363.5,91,18714.439999999995,1.5972,1930s,,207000.0,,,,,,,5123421.7,1728887.5,0.005959545991700332,363.87,69.82999999999998
20599673,Stellar - Campus - Vermilyea Avenue,20599673,Stellar - Campus - Vermilyea Avenue,New York City,Multifamily Housing,1925,Existing,100,122676.0,122676.0,Manhattan,Whole Property,Whole Property,80.0,50,,64.0,7851498.2,93.9,11521733.0,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,475.9,3.9,475.9,604.5,96,0.0,1.0397,1920s,,,,,,,,,5978549.6,1872948.5,0.0038793243992304932,613.38,0.0
20599688,Stellar - Campus West 93rd Street,20599688,Stellar - Campus West 93rd Street,New York City,Multifamily Housing,1970,Existing,100,381980.0,381980.0,Manhattan,Whole Property,Whole Property,48.0,50,,81.8,31241099.2,114.3,43645841.6,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1854.1,4.9,1854.1,1839.9,51,0.0,1.3009,1970s,,0.0,,,,,,,25045277.8,6195821.4,0.0048539190533535784,1909.9,0.0
2666538,SW - 139-55 35th,Standalone,Standalone,New York City,Multifamily Housing,1967,Existing,100,75240.0,63660.0,Queens,Whole Property,Whole Property,32.0,50,,117.4,7472364.3,152.1,9680185.5,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,429.8,6.8,429.8,383.6,54,29882.0,1.5309,1960s,,,,,,,,,6424248.4,1048116.0,0.006751492302858938,318.3,111.5
2666560,SW - 142-02 84th Dr,Standalone,Standalone,New York City,Multifamily Housing,1966,Existing,100,66924.0,57124.0,Queens,Whole Property,Whole Property,67.0,50,,99.0,5655094.0,133.3,7615197.4,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,336.5,5.9,336.5,377.2,55,13635.839999999998,1.3475,1960s,,276000.0,,,,,,,4414300.4,964793.6,0.005890693928996569,285.62,50.879999999999995
2666590,SW - 142-148 Laurel Hill,Standalone,Standalone,New York City,Multifamily Housing,1936,Existing,100,80109.0,80109.0,Manhattan,Whole Property,Whole Property,35.0,50,,93.3,7472261.9,124.4,9969223.0,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,435.0,5.4,435.0,396.5,85,9233.939999999995,1.4553,1930s,,,,,,,,,6258920.2,1213341.7,0.0054301014867243385,400.545,34.454999999999984
2666655,SW - 196-204 7th Ave,Standalone,Standalone,New York City,Multifamily Housing,1940,Existing,100,76450.0,76450.0,Manhattan,Whole Property,Whole Property,79.0,50,,72.8,5563537.5,106.6,8152293.6,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,337.0,4.4,337.0,430.7,81,0.0,1.1814,1940s,,,,,,,,,4243206.5,1320331.0,0.004408109875735775,382.25,0.0
2667120,SW - 224-10 Jamaica Ave,Standalone,Standalone,New York City,Multifamily Housing,1963,Existing,100,83538.0,74588.0,Queens,Whole Property,Whole Property,21.0,50,,105.7,7885345.9,160.1,11942956.5,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,492.5,6.6,492.5,404.1,58,32042.08,1.58,1960s,,359490.0,,,,,,,5424299.9,2101555.9,0.006602938810532526,372.94,119.56
2667225,SW - 27-10 30th Ave,Standalone,Standalone,New York City,Multifamily Housing,1936,Existing,100,50310.0,46175.0,Queens,Whole Property,Whole Property,61.0,50,,97.1,4484619.5,131.5,6072257.3,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,262.7,5.7,262.7,283.1,85,8529.099999999997,1.3994,1930s,,,,,,,,,3705529.9,779089.6,0.005689225771521386,230.875,31.82499999999999
2668240,SW - 31-16 68th St,Standalone,Standalone,New York City,Multifamily Housing,1964,Existing,100,63114.0,56344.0,Queens,Whole Property,Whole Property,14.0,50,,129.2,7277622.3,174.7,9841722.2,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,429.1,7.6,429.1,330.3,57,39497.84,1.8221,1960s,,138000.0,,,,,,,5879200.2,1260422.1,0.007615717733920205,281.72,147.38
2668287,SW - 33-24 Parsons Blvd,Standalone,Standalone,New York City,Multifamily Housing,1963,Existing,100,120384.0,107704.0,Queens,Whole Property,Whole Property,68.0,50,,76.1,8191946.2,106.6,11483191.4,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,486.9,4.5,486.9,550.8,58,0.0,1.0839,1960s,,,,,,,,,6545290.2,1646656.0,0.004520723464309589,538.52,0.0
2668380,SW - 342 East 67th St,Standalone,Standalone,New York City,Multifamily Housing,1964,Existing,100,63375.0,63375.0,Manhattan,Whole Property,Whole Property,60.0,50,,66.6,4223329.0,102.9,6522380.1,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,261.8,4.1,261.8,281.5,57,0.0,1.1071,1960s,,,,,,,,,3030252.1,1193076.9,0.004130966469428008,316.875,0.0
2668685,SW - 350 West 55th St,Standalone,Standalone,New York City,Multifamily Housing,1912,Existing,100,78963.0,78963.0,Manhattan,Whole Property,Whole Property,84.0,50,,74.5,5885612.7,106.4,8398242.5,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,352.4,4.5,352.4,461.9,109,0.0,1.196,1910s,,,,,,,,,4617984.7,1267628.1,0.004462849689094892,394.815,0.0
2668691,SW - 37-07 147th St,Standalone,Standalone,New York City,Multifamily Housing,1962,Existing,100,80173.0,72773.0,Queens,Whole Property,Whole Property,63.0,50,,90.9,6617303.5,123.7,9003560.6,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,388.4,5.3,388.4,423.0,59,6575.379999999992,1.2983,1960s,,,,,,,,,5442793.9,1174509.7,0.005337144270539898,363.865,24.534999999999968
2668699,SW - 371 2nd Ave,Standalone,Standalone,New York City,Multifamily Housing,1930,Existing,100,77640.0,77640.0,Manhattan,Whole Property,Whole Property,54.0,50,,85.5,6638012.6,117.5,9119268.6,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,391.2,5.0,391.2,404.1,91,804.0,1.3504,1930s,,,,,,,,,5409809.5,1228203.1,0.005038639876352395,388.2,3.0
2668970,SW - 5009 Broadway,Standalone,Standalone,New York City,Multifamily Housing,1929,Existing,100,89630.0,89630.0,Manhattan,Whole Property,Whole Property,23.0,50,,100.8,9038798.4,133.8,11989348.3,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,525.0,5.9,525.0,435.3,92,20595.799999999992,1.5698,1920s,,,,,,,,,7611021.3,1427777.1,0.005857413812339618,448.15000000000003,76.84999999999997
2669011,SW - 542 East 79th St,20660629,SW - Campus - 78/79 York Associates,New York City,Multifamily Housing,1911,Existing,100,56984.0,56984.0,Manhattan,Whole Property,Whole Property,97.0,50,,34.5,1966347.2,95.0,5410799.6,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,164.5,2.9,164.5,274.1,110,0.0,0.7737,1910s,,,0.0,,,,,,54270.1,1912077.2,0.0028867752351537275,284.92,0.0
2669318,SW - 36-25 Parsons Blvd,Standalone,Standalone,New York City,Multifamily Housing,1963,Existing,100,67200.0,62350.0,Queens,Whole Property,Whole Property,68.0,50,,81.2,5062890.3,104.2,6494155.0,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,290.1,4.7,290.1,328.5,58,0.0,1.1569,1960s,,,,,,,,,4389678.7,673211.6,0.0046527666399358465,311.75,0.0
2669459,SW - 86-11 Whitney Ave,Standalone,Standalone,New York City,Multifamily Housing,1959,Existing,100,88583.0,81073.0,Queens,Whole Property,Whole Property,77.0,50,,81.2,6584613.4,107.7,8732802.9,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,388.4,4.8,388.4,473.2,62,0.0,1.1751,1950s,,276000.0,,,,,,,5262899.9,1045713.6,0.0047907441441663685,405.365,0.0
2803994,SW - 250 East 63rd Street,Standalone,Standalone,New York City,Multifamily Housing,1958,Existing,100,217672.0,208784.0,Manhattan,Whole Property,Whole Property,39.0,50,,101.1,21099543.8,151.2,31567467.2,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1612.2,7.7,1612.2,1489.3,63,152299.03999999998,1.985,1950s,,14781635.6,,,,,,,601215.9,5716692.4,0.007721856080925742,1043.92,568.28
2805951,SW - 355 East 72nd St,Standalone,Standalone,New York City,Multifamily Housing,1962,Existing,100,194949.0,187445.0,Manhattan,Whole Property,Whole Property,17.0,50,,93.6,17551933.9,147.6,27659201.7,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1098.0,5.9,1098.0,864.1,59,43087.7,1.5094,1960s,,,,,,,,,12277836.2,5274097.8,0.005857718264024114,937.225,160.77499999999998
3266491,SW - 147-11 34th Ave,Standalone,Standalone,New York City,Multifamily Housing,1959,Existing,100,55069.0,49617.0,Queens,Whole Property,Whole Property,77.0,50,,78.1,3874454.2,106.9,5305995.1,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,228.0,4.6,228.0,277.8,62,0.0,1.1096,1950s,,,,,,,,,3167129.5,707324.7,0.004595199226071709,248.085,0.0
4407515,SW - 83-09 35th Avenue,Standalone,Standalone,New York City,Multifamily Housing,1925,Existing,100,56442.0,56442.0,Queens,Whole Property,Whole Property,4.0,50,,141.2,7972344.9,169.4,9562352.3,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,458.4,8.1,458.4,298.1,96,47218.92,2.1766,1920s,,621055.2,,,,,,,6656299.8,694989.9,0.008121611565855214,282.21,176.19
4407516,SW - 49-15 Skillman Avenue,Standalone,Standalone,New York City,Multifamily Housing,1942,Existing,100,76320.0,76320.0,Queens,Whole Property,Whole Property,45.0,50,,109.6,8362914.3,141.4,10789936.6,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,480.3,6.3,480.3,465.2,79,26451.6,1.6866,1940s,,,,,,,,,7214984.8,1147929.5,0.006293238993710692,381.6,98.69999999999999
4407517,SW - 47-09 Skillman Avenue,Standalone,Standalone,New York City,Multifamily Housing,1942,Existing,100,61056.0,61056.0,Queens,Whole Property,Whole Property,61.0,50,,89.3,5455021.3,113.5,6929226.0,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,311.3,5.1,311.3,335.5,79,1613.3599999999951,1.3664,1940s,,,,,,,,,4768476.4,686544.9,0.0050985980083857445,305.28000000000003,6.019999999999982
4407519,SW - 118-80 Metropolitan Avenue,Standalone,Standalone,New York City,Multifamily Housing,1932,Existing,100,72122.0,72122.0,Queens,Whole Property,Whole Property,81.0,50,,70.8,5104144.4,93.7,6758379.3,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,296.2,4.1,296.2,377.6,89,0.0,1.1007,1930s,,0.0,,,,,,,4304700.1,799444.4,0.004106929924294945,360.61,0.0
4937955,SW - 301 West 45th Street,Standalone,Standalone,New York City,Multifamily Housing,1966,Existing,100,127778.0,127778.0,Manhattan,Whole Property,Whole Property,29.0,50,,131.6,16809546.0,178.5,22808079.5,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1283.5,10.0,1283.5,1106.4,55,172755.48,2.692,1960s,,,13018236.2,,,,,,546289.4,3245020.4,0.010044765139538888,638.89,644.61
6616070,SW - 134 West 58th Street,Standalone,Standalone,New York City,Multifamily Housing,1930,Existing,100,62200.0,62200.0,Manhattan,Whole Property,Whole Property,86.0,50,,88.2,5488902.2,116.4,7240822.7,0.0,84.5,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,318.1,5.1,318.1,425.3,91,1902.800000000006,1.3706,1930s,,,0.0,,,,,,4644630.6,844271.6,0.005114147909967846,311.0,7.100000000000023
