Property Id,Property Name,Parent Property Id,Parent Property Name,City,Primary Property Type - Portfolio Manager-Calculated,Year Built,Construction Status,Occupancy,Property GFA - Calculated (Buildings and Parking) (ft²),Property GFA - Calculated (Buildings) (ft²),Borough,Metered Areas (Energy),Metered Areas (Water),ENERGY STAR Score,National Median ENERGY STAR Score,Target ENERGY STAR Score,Site EUI (kBtu/ft²),Site Energy Use (kBtu),Source EUI (kBtu/ft²),Source Energy Use (kBtu),Green Power - Onsite and Offsite (kWh),eGRID Output Emissions Rate (kgCO2e/MBtu),Percent of Electricity that is Green Power,"Alert - Data Center Issue (with Estimates, IT Configuration, or IT Meter)",Alert - Energy Meter has less than 12 full calendar months of data,Alert - Energy Meter has gaps,Alert - Energy Meter has overlaps,Alert - Energy - No meters selected for metrics,Alert - Energy Meter has single entry more than 65 days,Alert - Water Meter has less than 12 full calendar months of data,Alert - Property has no uses,Avoided Emissions - Onsite and Offsite Green Power (Metric Tons CO2e),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Net Emissions (Metric Tons CO2e),National Median Total GHG Emissions (Metric Tons CO2e),Building Age,Base LL97 Penalty,Base Penalty $/ft²,Decade Built,Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),District Steam Use (kBtu),Diesel #2 Use (kBtu),District Hot Water Use (kBtu),District Chilled Water Use (kBtu),Natural Gas Use (kBtu),Electricity Use - Grid Purchase (kBtu),GHG Emissions Intensity,Calculated Limit,Excess Emissions
16816034,Yellowstone Properties - 721 Walton ave,Standalone,Standalone,New York City,Multifamily Housing,1928,Existing,100,112854.0,112854.0,Bronx,Whole Property,Whole Property,29.0,50,,97.6,11013680.3,125.9,14204280.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,616.2,5.5,616.2,535.2,93,13917.240000000016,1.4633,1920s,,,,,,,,,9505157.0,1508523.3,0.005460152054867351,564.27,51.930000000000064
16816036,Yellowstone Properties - 695 Walton ave,Standalone,Standalone,New York City,Multifamily Housing,1937,Existing,100,108600.0,108600.0,Bronx,Whole Property,Whole Property,23.0,50,,133.6,14511837.9,160.8,17460772.7,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,797.1,7.3,797.1,662.9,84,68098.8,1.9671,1930s,,,,,,,,,13241356.2,1270481.7,0.007339779005524862,543.0,254.10000000000002
16816041,Yellowstone Properties - 175 East 151 st,Standalone,Standalone,New York City,Multifamily Housing,1930,Existing,100,115500.0,115500.0,Bronx,Whole Property,Whole Property,15.0,50,,97.3,11242212.6,139.3,16090386.7,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,647.8,5.6,647.8,501.8,91,18840.399999999987,1.5031,1930s,,,,,,,,,8793033.6,2449179.1,0.005608658008658008,577.5,70.29999999999995
16836349,Samuel Bodenheim Management - 2914 + 2928 Jerome ave,16836349,Samuel Bodenheim Management - 2914 + 2928 Jerome ave,New York City,Multifamily Housing,1935,Existing,95,124492.0,124492.0,Bronx,Whole Property,Whole Property,20.0,50,,104.5,13004957.4,134.6,16752544.3,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,727.3,5.8,727.3,591.2,86,28097.119999999977,1.5657,1930s,,,,,,,,,11235049.4,1769908.0,0.00584214246698583,622.46,104.83999999999992
17968855,Vanderbilt - 160 West 95th st,Standalone,Standalone,New York City,Multifamily Housing,1914,Existing,100,61800.0,61800.0,Manhattan,Whole Property,Whole Property,100.0,50,,13.3,822567.4,33.3,2056347.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,57.8,0.9,57.8,199.0,107,0.0,0.2507,1910s,,0.0,,,,,,,141052.1,681515.3,0.0009352750809061488,309.0,0.0
18059185,Jackson Property Management - 250 Utica Ave,Standalone,Standalone,New York City,Retail Store,2014,Existing,100,66021.0,59021.0,Brooklyn,Whole Property,Whole Property,,50,,63.5,3749474.0,177.9,10498527.3,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,276.7,4.7,276.7,186.7,7,0.0,1.1232,2010s,,,,,,,,,,3749474.0,0.004688161840700767,295.105,0.0
19395146,TAG - 444 Beach 6th st,Standalone,Standalone,New York City,K-12 School,1973,Existing,100,59673.0,59673.0,Queens,Whole Property,Whole Property,37.0,50,,49.1,2928314.8,137.4,8199281.4,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,216.1,3.6,216.1,191.7,48,0.0,0.9705,1970s,,,,,,,,,0.0,2928314.8,0.003621403314731956,298.365,0.0
19721364,Ludlow Hotel - 180 Ludlow st,Standalone,Standalone,New York City,Hotel,2007,Existing,100,82411.0,82411.0,Manhattan,Whole Property,Whole Property,1.0,50,,179.9,14822899.3,314.8,25939728.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,909.9,11.0,909.9,401.3,14,133422.46,2.959,2000s,,,,,,,,,8893936.9,5928962.4,0.011041001808011066,412.055,497.84499999999997
20474502,Criterion Group - 11-39 49th Ave,Standalone,Standalone,New York City,Multifamily Housing,2016,Existing,95,161556.0,161556.0,Queens,Whole Property,Whole Property,78.0,50,,53.2,8596661.4,102.8,16610530.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,546.2,3.4,546.2,671.9,5,0.0,0.9061,2010s,,,,,,,,,4262926.8,4333734.6,0.0033808710292406352,807.78,0.0
20506859,Jones Lang Lasalle - 66-31 Otto Rd,Standalone,Standalone,New York City,Non-Refrigerated Warehouse,1970,Existing,0,91000.0,91000.0,Queens,Whole Property,Whole Property,62.0,50,,47.2,4296630.8,52.4,4771041.1,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,231.3,2.5,231.3,286.6,51,0.0,0.6812,1970s,,,,,,,,,4148300.1,148330.7,0.0025417582417582418,455.0,0.0
20506862,Jones Lang Lasalle - 66-35 Otto Rd,20600745,Jones Lang Lasalle - 66-35 Otto Rd + 67-25 Otto Rd Campus,New York City,Non-Refrigerated Warehouse,1970,Existing,0,102500.0,102500.0,Queens,Whole Property,Whole Property,86.0,50,,12.5,1277173.8,27.3,2796244.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,94.4,0.9,94.4,208.6,51,0.0,0.2468,1970s,,435666.0,,,,,,,,841507.8,0.0009209756097560976,512.5,0.0
20579865,New York Hotel - 319 West 48th St,Standalone,Standalone,New York City,Hotel,1961,Existing,100,186954.0,186954.0,Manhattan,Whole Property,Whole Property,26.0,50,,102.8,19222371.1,163.1,30493260.4,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1353.8,7.2,1353.8,1104.7,60,112300.04,1.9407,1960s,,9786822.4,,,,,,,3320552.3,6114996.4,0.007241353488023791,934.77,419.03
20600745,Jones Lang Lasalle - 66-35 Otto Rd + 67-25 Otto Rd Campus,20600745,Jones Lang Lasalle - 66-35 Otto Rd + 67-25 Otto Rd Campus,New York City,Non-Refrigerated Warehouse,1969,Existing,100,144500.0,144500.0,Queens,Whole Property,Whole Property,,50,,9.0,1297321.8,19.5,2816593.9,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,95.9,0.7,95.9,260.2,52,0.0,0.1779,1960s,,455814.0,,,,,,,,841507.8,0.0006636678200692042,722.5,0.0
21099446,Prologis - 1055 Bronx River Ave,Standalone,Standalone,New York City,Non-Refrigerated Warehouse,1968,Existing,100,207015.0,207015.0,Bronx,Whole Property,Whole Property,10.0,50,,87.3,18074723.9,198.6,41105876.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1221.4,5.9,1221.4,568.8,53,49935.10000000001,1.5812,1960s,,,,,,,,,5430485.9,12644238.0,0.005900055551530082,1035.075,186.32500000000005
21309862,Tudor Realty Services - 12 West 72 st,Standalone,Standalone,New York City,Multifamily Housing,1927,Existing,100,192543.0,192543.0,Manhattan,Whole Property,Whole Property,45.0,50,,78.3,15080761.6,115.4,22215190.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,876.4,4.6,876.4,852.2,94,0.0,1.2199,1920s,,,,,,,,,11434823.9,3645937.7,0.0045517105269991635,962.715,0.0
21312929,Brooklyn Property Managers - 9040 Fort Hamilton Pkwy,Standalone,Standalone,New York City,Multifamily Housing,1955,Existing,100,67400.0,67400.0,Brooklyn,Whole Property,Whole Property,59.0,50,,87.8,5920839.8,116.9,7878401.4,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,334.1,5.0,334.1,356.3,66,0.0,1.3285,1950s,,,,,,,,,4971400.1,949439.8,0.004956973293768547,337.0,0.0
21313760,Rubin Ocean LLC - 2630 Ocean Ave,Standalone,Standalone,New York City,Multifamily Housing,1940,Existing,95,53530.0,53530.0,Brooklyn,Whole Property,Whole Property,100.0,50,,10.1,540064.6,28.2,1512180.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,39.8,0.7,39.8,165.8,81,0.0,0.1993,1940s,,,,,,,,,,540064.6,0.0007435083130954604,267.65,0.0
2636858,3611 Henry Hudson Parkway,Standalone,Standalone,New York City,Multifamily Housing,1951,Existing,100,133990.0,133990.0,Bronx,Whole Property,Whole Property,55.0,50,,85.5,11456759.3,117.5,15739859.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,652.4,4.9,652.4,677.8,70,0.0,1.3049,1950s,,0.0,,,,,,,9336609.2,2120150.1,0.004869020076125084,669.95,0.0
2944926,47-20 40th Street,Standalone,Standalone,New York City,Multifamily Housing,1951,Existing,100,52499.0,52499.0,Queens,Whole Property,Whole Property,85.0,50,85.0,69.5,3647034.8,93.4,4902328.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,206.4,3.9,206.4,274.7,70,0.0,1.0536,1950s,,,,,,,,,3033925.4,613109.4,0.003931503457208709,262.495,0.0
9848074,555 Tenth Avenue,Standalone,Standalone,New York City,Multifamily Housing,2016,Existing,100,743083.0,743083.0,Manhattan,Whole Property,Whole Property,70.0,50,70.0,45.1,33498511.6,103.5,76926340.1,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,2272.5,3.1,2272.5,2650.7,5,0.0,0.8196,2010s,,,,,,,,,9639710.0,23858801.7,0.0030582048035010896,3715.415,0.0
9948324,157 West 57th Street,Standalone,Standalone,New York City,Multifamily Housing,2009,Existing,100,740798.0,724798.0,Manhattan,Whole Property,Whole Property,,50,,112.9,81857080.4,224.8,162917020.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,5721.7,7.9,5721.7,3006.3,12,562186.2799999999,2.07,2000s,,,,,40497090.9,,,,920351.3,40439638.2,0.007894199487305428,3623.9900000000002,2097.7099999999996
10898347,21 East 61st Street,Standalone,Standalone,New York City,Multifamily Housing,1951,Existing,100,249082.0,249082.0,Manhattan,Whole Property,Whole Property,56.0,50,,62.6,15591472.6,127.0,31644012.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1088.0,4.4,1088.0,1144.0,70,0.0,1.1706,1950s,,,,,6921450.0,,,,547908.4,8122114.3,0.004368039440826716,1245.41,0.0
10898432,200 E 95th Street,Standalone,Standalone,New York City,Multifamily Housing,2016,Existing,100,320993.0,320993.0,Manhattan,Whole Property,Whole Property,82.0,50,,53.7,17241716.1,101.8,32671054.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1087.9,3.4,1087.9,1407.8,5,0.0,0.9083,2010s,,,,,,,,,8917571.8,8324144.4,0.0033891704803531543,1604.9650000000001,0.0
10898433,252 South Street,Standalone,Standalone,New York City,Multifamily Housing,2017,Existing,100,1483055.0,1451246.0,Manhattan,Whole Property,Whole Property,50.0,50,,58.4,84745849.8,120.0,174105002.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,5506.7,3.8,5506.7,5514.3,4,0.0,0.9951,2010s,,,,,,,,,36104786.9,48641062.9,0.0037944635161785115,7256.2300000000005,0.0
10898434,510 East 14th Street,Standalone,Standalone,New York City,Multifamily Housing,2017,Existing,100,185068.0,185068.0,Manhattan,Whole Property,Whole Property,,50,,64.6,11950504.9,148.6,27497344.9,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,811.3,4.4,811.3,644.9,4,0.0,1.1749,2010s,,,,,,,,,3408039.3,8542465.6,0.0043837940648842584,925.34,0.0
16089297,West 151 St Realty,Standalone,Standalone,New York City,Multifamily Housing,1950,Existing,95,63378.0,63378.0,Manhattan,Whole Property,Whole Property,100.0,50,,31.9,2021902.5,69.3,4390933.1,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,134.2,2.1,134.2,290.9,71,0.0,0.5675,1950s,,,,,,,,,725939.4,1295963.1,0.002117454006121998,316.89,0.0
16089402,Gjonovic Realty,Standalone,Standalone,New York City,Multifamily Housing,1950,Existing,100,96443.0,96443.0,Bronx,Whole Property,Whole Property,37.0,50,,87.6,8446362.4,116.9,11273282.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,477.0,4.9,477.0,439.6,71,0.0,1.3255,1950s,,,,,,,,,7072304.1,1374058.3,0.004945926609499912,482.21500000000003,0.0
16096282,1819 Williamsbridge LLC,Standalone,Standalone,New York City,Multifamily Housing,1950,Existing,100,72715.0,72715.0,Bronx,Whole Property,Whole Property,29.0,50,,88.4,6430038.6,125.4,9115562.3,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,469.7,6.5,469.7,408.6,71,28441.5,1.7311,1950s,,4649037.8,,,,,,,323867.4,1457133.3,0.00645946503472461,363.575,106.125
16096318,3320 Reservoir Realty,Standalone,Standalone,New York City,Multifamily Housing,1950,Existing,100,75820.0,75820.0,Bronx,Whole Property,Whole Property,38.0,50,,84.8,6427771.0,117.1,8881639.7,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,366.6,4.8,366.6,339.1,71,0.0,1.2958,1950s,,,,,,,,,5209211.0,1218560.1,0.004835135848061198,379.1,0.0
16096421,2121 Paulding Realty,Standalone,Standalone,New York City,Multifamily Housing,1964,Existing,100,153804.0,153804.0,Bronx,Whole Property,Whole Property,81.0,50,,64.9,9982846.8,84.0,12919097.4,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,732.9,4.8,732.9,932.4,57,0.0,1.2771,1960s,,,7679015.7,,,,,,735677.4,1568153.7,0.004765155652648826,769.02,0.0
2640541,144-45 35 Ave (Turian),Standalone,Standalone,New York City,Multifamily Housing,1957,Existing,100,129650.0,129650.0,Queens,Whole Property,Whole Property,83.0,50,,71.6,9279315.0,95.5,12385144.2,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,524.1,4.0,524.1,676.5,64,0.0,1.0834,1950s,,,,,,,,,7769678.7,1509636.3,0.004042421905129194,648.25,0.0
2640580,20-53 18th Street (Central Astoria),Standalone,Standalone,New York City,Multifamily Housing,1949,Existing,100,62300.0,62300.0,Queens,Whole Property,Whole Property,46.0,50,,88.8,5534832.5,122.2,7611117.2,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,315.2,5.1,315.2,307.8,72,991.599999999997,1.3559,1940s,,,,,,,,,4506522.1,1028310.4,0.005059390048154093,311.5,3.6999999999999886
4113711,15 Bialystoker Place,Standalone,Standalone,New York City,Multifamily Housing,1982,Existing,100,98000.0,98000.0,Manhattan,Whole Property,Whole Property,80.0,50,,74.2,7272845.6,110.1,10794236.2,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,423.6,4.3,423.6,534.0,39,0.0,1.1584,1980s,,,,,,,,,5468417.9,1804427.6,0.004322448979591837,490.0,0.0
2731794,600 East 233 Street,Standalone,Standalone,New York City,Hospital (General Medical & Surgical),1957,Existing,100,617567.0,617567.0,Bronx,Whole Property,Whole Property,90.0,50,,201.1,124216763.6,326.0,201335721.3,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,7435.3,12.0,7435.3,9776.2,64,1165120.62,3.2266,1950s,,0.0,,,,,,,83697838.2,40518925.4,0.01203966533185873,3087.835,4347.465
2731795,1525 Blondell Avenue,Standalone,Standalone,New York City,Office,1959,Existing,100,53285.0,53285.0,Bronx,Whole Property,Whole Property,97.0,50,,22.0,1172516.3,51.1,2721967.9,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,79.9,1.5,79.9,242.2,62,0.0,0.4019,1950s,,,,,,,,,320615.9,851900.4,0.0014994839072909826,266.425,0.0
2731797,3450 Wayne Ave,Standalone,Standalone,New York City,Multifamily Housing,1970,Existing,100,817410.0,673910.0,Bronx,Whole Property,Whole Property,61.0,50,,59.8,40313389.0,101.9,68663686.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,2452.3,3.6,2452.3,2633.1,51,0.0,0.804,1970s,,0.0,,,,,,,25265030.4,15048358.6,0.003638913207995133,3369.55,0.0
2731800,613 East 233 Street Garage,Standalone,Standalone,New York City,Parking,1993,Existing,100,234000.0,234000.0,Bronx,Whole Property,Whole Property,,50,,15.9,3718453.0,28.5,6674511.2,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,230.2,1.0,230.2,,28,0.0,0.2636,1990s,,,,,,,,,2135518.3,1582934.6,0.0009837606837606837,1170.0,0.0
2731801,1776 Hoe Avenue,Standalone,Standalone,New York City,Manufacturing/Industrial Plant,1931,Existing,100,58962.0,58962.0,Bronx,Whole Property,Whole Property,,50,,891.7,52576065.2,1158.3,68298511.2,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,2947.2,50.0,2947.2,,90,710840.52,13.3959,1930s,,,,,,,,,45093983.6,7482081.6,0.04998473593161697,294.81,2652.39
4508351,2475 St. Raymond Avenue,Standalone,Standalone,New York City,Hospital (General Medical & Surgical),1929,Existing,50,137200.0,137200.0,Bronx,Whole Property,Whole Property,100.0,50,,115.4,15839103.3,266.9,36615428.9,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1152.6,8.4,1152.6,1998.6,92,125048.79999999997,2.2514,1920s,,3488569.5,,,,,,,851154.8,11499379.0,0.008400874635568512,686.0,466.5999999999999
7538321,4341 Bullard Avenue,Standalone,Standalone,New York City,Refrigerated Warehouse,1961,Existing,100,50010.0,50010.0,Bronx,Whole Property,Whole Property,37.0,50,,88.3,4416314.8,126.3,6316002.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,254.4,5.1,254.4,204.8,60,1165.7999999999984,1.3633,1960s,,,,,,,,,3456959.6,959355.1,0.005086982603479304,250.05,4.349999999999994
2947445,333 Hudson Street,Standalone,Standalone,New York City,Office,1925,Existing,100,101280.0,101280.0,Manhattan,Whole Property,Whole Property,48.0,50,,123.6,12516087.1,208.3,21092545.3,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,852.3,8.4,852.3,833.6,96,92701.19999999998,2.2553,1920s,,4340803.6,,,,,,,3532834.5,4642449.1,0.008415284360189573,506.40000000000003,345.8999999999999
5980305,810 Flushing Avenue,Standalone,Standalone,New York City,Multifamily Housing,2015,Existing,100,58617.0,58617.0,Brooklyn,Whole Property,Whole Property,85.0,50,,42.7,2501199.1,93.0,5451457.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,166.2,2.8,166.2,221.7,6,0.0,0.7599,2010s,,,,,,,,,886800.0,1614399.1,0.002835354931163314,293.085,0.0
4954306,404 Fifth Avenue,Standalone,Standalone,New York City,Office,1915,Existing,100,83288.0,83288.0,Manhattan,Whole Property,Whole Property,79.0,50,,55.1,4589624.5,109.8,9145649.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,339.5,4.1,339.5,534.8,106,0.0,1.0924,1910s,,2069999.9,,,,,,,,2519624.7,0.004076217462299491,416.44,0.0
3330718,3531 Bronxwood Avenue,Standalone,Standalone,New York City,Multifamily Housing,1962,Existing,100,288990.0,288990.0,Bronx,Whole Property,Whole Property,20.0,50,,106.0,30637474.7,136.2,39368809.4,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1712.3,5.9,1712.3,1393.7,59,71649.79999999997,1.5879,1960s,,,,,,,,,26523497.0,4113977.7,0.005925118516211633,1444.95,267.3499999999999
16085931,1577 East 17th Street,Standalone,Standalone,New York City,Multifamily Housing,1963,Existing,100,76770.0,76770.0,Brooklyn,Whole Property,Whole Property,72.0,50,,78.8,6051770.0,105.1,8067030.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,341.7,4.5,341.7,399.9,58,0.0,1.1929,1960s,,,,,,,,,5073100.1,978669.9,0.00445095740523642,383.85,0.0
4410477,1451 49th St..,Standalone,Standalone,New York City,Multifamily Housing,1938,Existing,100,59538.0,59538.0,Brooklyn,Whole Property,Whole Property,83.0,50,,67.1,3992215.6,89.0,5297317.9,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,225.1,3.8,225.1,292.7,83,0.0,1.0132,1930s,,,,,,,,,3360506.2,631709.4,0.0037807786623668916,297.69,0.0
4410479,5000 15th Ave.,Standalone,Standalone,New York City,Multifamily Housing,1928,Existing,100,139510.0,139510.0,Brooklyn,Whole Property,Whole Property,100.0,50,,15.3,2136272.5,29.8,4152183.2,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,159.2,1.1,159.2,577.6,93,0.0,0.3058,1920s,,,1021999.9,,,,,,,1114272.6,0.001141136836069099,697.5500000000001,0.0
4409207,"141-147 5th Avenue, New York",Standalone,Standalone,New York City,Multifamily Housing,1900,Existing,100,86614.0,86614.0,Manhattan,Whole Property,Whole Property,20.0,50,,74.1,6422160.6,154.3,13366194.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,434.5,5.0,434.5,345.0,121,383.2400000000018,1.3444,1900s,,,,,1320016.0,,,,1433053.6,3669091.0,0.005016510033020066,433.07,1.4300000000000068
11926242,Audubon - NYCHA RAD,Standalone,Standalone,New York City,Multifamily Housing,1961,Existing,100,202640.0,197640.0,Manhattan,Whole Property,Whole Property,2.0,50,,166.5,32904086.3,219.0,43275210.4,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1850.8,9.4,1850.8,1134.3,60,231176.8,2.4478,1960s,,,,,,,,,27917846.5,4986239.8,0.009364501113134993,988.2,862.5999999999999
5870202,2802 Surf Avenue,Standalone,Standalone,New York City,Senior Living Community,1992,Existing,100,216000.0,175000.0,Brooklyn,Whole Property,Whole Property,27.0,50,30.0,132.9,23260284.3,215.1,37645046.8,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,1391.6,8.0,1391.6,1187.7,29,138448.8,1.7266,1990s,,,,,,,,,15704999.6,7555284.7,0.007951999999999999,875.0,516.5999999999999
3127828,2875 Sedgwick Avenue,Standalone,Standalone,New York City,Multifamily Housing,1927,Existing,100,107210.0,107210.0,Bronx,Whole Property,Whole Property,100.0,50,,16.4,1757953.6,38.8,4155055.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,120.7,1.1,120.7,281.0,94,0.0,0.3017,1920s,,0.0,,,,,,,438408.3,1319545.3,0.0011258278145695364,536.05,0.0
3127829,5000 Broadway,Standalone,Standalone,New York City,Multifamily Housing,1925,Existing,100,74924.0,74924.0,Manhattan,Whole Property,Whole Property,57.0,50,,82.4,6170337.7,114.1,8550671.5,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,352.2,4.7,352.2,369.0,96,0.0,1.2598,1920s,,,,,,,,,4986442.3,1183895.4,0.004700763440286157,374.62,0.0
2612575,41-10 Bowne Street,Standalone,Standalone,New York City,Multifamily Housing,1960,Existing,100,166498.0,166498.0,Queens,Whole Property,Whole Property,81.0,50,,66.6,11095175.7,90.8,15122131.0,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,630.3,3.8,630.3,796.5,61,0.0,1.0145,1960s,,,,,,,,,9111063.4,1984112.3,0.003785631058631335,832.49,0.0
2612577,178-10 Wexford Terrace,Standalone,Standalone,New York City,Multifamily Housing,1900,Existing,100,144350.0,144350.0,Queens,Whole Property,Whole Property,44.0,50,,91.3,13173999.9,125.2,18069535.6,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,750.3,5.2,750.3,724.6,121,7651.399999999988,1.393,1900s,,22245.6,,,,,,,10730196.8,2421557.5,0.005197783165916176,721.75,28.549999999999955
2612579,182-30 Wexford Terrace,Standalone,Standalone,New York City,Multifamily Housing,1964,Existing,100,184886.0,184886.0,Queens,Whole Property,Whole Property,68.0,50,,82.0,15168465.3,115.3,21320808.4,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,874.3,4.7,874.3,990.6,57,0.0,1.2673,1960s,,228834.4,,,,,,,11852160.5,3087470.4,0.004728859946128965,924.4300000000001,0.0
2612580,166-05 Highland Avenue,Standalone,Standalone,New York City,Multifamily Housing,1937,Existing,100,199100.0,199100.0,Queens,Whole Property,Whole Property,94.0,50,85.0,53.8,10711430.5,76.3,15188319.9,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,620.7,3.1,620.7,962.1,84,0.0,0.8355,1930s,,242704.7,,,,,,,8210996.6,2257729.2,0.0031175288799598195,995.5,0.0
2612581,143-06 Barclay Avenue,Standalone,Standalone,New York City,Multifamily Housing,1950,Existing,100,79438.0,79438.0,Queens,Whole Property,Whole Property,85.0,50,90.0,77.9,6189091.3,107.1,8505461.9,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,352.4,4.4,352.4,466.3,71,0.0,1.1889,1950s,,,,,,,,,5042282.1,1146809.2,0.004436164052468591,397.19,0.0
2612582,143-09 Barclay Avenue,Standalone,Standalone,New York City,Multifamily Housing,1950,Existing,100,161038.0,161038.0,Queens,Whole Property,Whole Property,93.0,50,,68.7,11059681.8,93.0,14971213.7,0.0,73.8,0.0,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,0.0,627.1,3.9,627.1,948.0,71,0.0,1.0436,1950s,,,,,,,,,9140511.7,1919170.2,0.0038941119487325973,805.19,0.0
